Date,Close
2021-01-12,302.2099914550781
2021-01-13,302.94000244140625
2021-01-14,307.8699951171875
2021-01-15,301.010009765625
2021-01-19,294.20001220703125
2021-01-20,290.4700012207031
2021-01-21,289.3699951171875
2021-01-22,289.3900146484375
2021-01-25,283.0400085449219
2021-01-26,281.760009765625
2021-01-27,273.3299865722656
2021-01-28,275.0199890136719
2021-01-29,271.1700134277344
2021-02-01,274.7300109863281
2021-02-02,286.9700012207031
2021-02-03,288.54998779296875
2021-02-04,293.75
2021-02-05,293.5
2021-02-08,300.1499938964844
2021-02-09,300.4599914550781
2021-02-10,304.2799987792969
2021-02-11,302.32000732421875
2021-02-12,306.32000732421875
2021-02-16,311.9599914550781
2021-02-17,312.739990234375
2021-02-18,309.8999938964844
2021-02-19,315.6199951171875
2021-02-22,316.8699951171875
2021-02-23,319.2099914550781
2021-02-24,330.6400146484375
2021-02-25,327.760009765625
2021-02-26,319.4800109863281
2021-03-01,329.9200134277344
2021-03-02,330.94000244140625
2021-03-03,334.42999267578125
2021-03-04,329.2900085449219
2021-03-05,327.3699951171875
2021-03-08,334.19000244140625
2021-03-09,330.5899963378906
2021-03-10,342.0199890136719
2021-03-11,342.1000061035156
2021-03-12,348.80999755859375
2021-03-15,346.04998779296875
2021-03-16,341.7099914550781
2021-03-17,344.95001220703125
2021-03-18,348.0
2021-03-19,344.20001220703125
2021-03-22,339.3299865722656
2021-03-23,331.7699890136719
2021-03-24,328.6499938964844
2021-03-25,330.54998779296875
2021-03-26,327.3900146484375
2021-03-29,325.7300109863281
2021-03-30,332.010009765625
2021-03-31,327.0
2021-04-01,327.6400146484375
2021-04-05,323.5400085449219
2021-04-06,327.05999755859375
2021-04-07,326.54998779296875
2021-04-08,331.1400146484375
2021-04-09,330.80999755859375
2021-04-12,331.8399963378906
2021-04-13,327.67999267578125
2021-04-14,335.3500061035156
2021-04-15,338.54998779296875
2021-04-16,342.30999755859375
2021-04-19,343.0899963378906
2021-04-20,331.8800048828125
2021-04-21,335.2699890136719
2021-04-22,330.8500061035156
2021-04-23,339.3500061035156
2021-04-26,343.5199890136719
2021-04-27,346.6300048828125
2021-04-28,348.1099853515625
2021-04-29,352.9700012207031
2021-04-30,348.45001220703125
2021-05-03,350.1600036621094
2021-05-04,349.8399963378906
2021-05-05,357.6199951171875
2021-05-06,365.9700012207031
2021-05-07,370.8900146484375
2021-05-10,368.67999267578125
2021-05-11,359.9200134277344
2021-05-12,354.3999938964844
2021-05-13,358.80999755859375
2021-05-14,368.7699890136719
2021-05-17,369.25
2021-05-18,364.55999755859375
2021-05-19,358.3800048828125
2021-05-20,359.7799987792969
2021-05-21,366.260009765625
2021-05-24,368.2900085449219
2021-05-25,364.510009765625
2021-05-26,367.3999938964844
2021-05-27,371.3699951171875
2021-05-28,372.0199890136719
2021-06-01,382.44000244140625
2021-06-02,383.44000244140625
2021-06-03,388.7200012207031
2021-06-04,391.45001220703125
2021-06-07,388.1600036621094
2021-06-08,384.70001220703125
2021-06-09,382.7799987792969
2021-06-10,373.94000244140625
2021-06-11,378.04998779296875
2021-06-14,372.9200134277344
2021-06-15,371.29998779296875
2021-06-16,371.0
2021-06-17,361.5
2021-06-18,348.8299865722656
2021-06-21,357.5400085449219
2021-06-22,357.5299987792969
2021-06-23,361.04998779296875
2021-06-24,368.75
2021-06-25,368.7699890136719
2021-06-28,368.7099914550781
2021-06-29,372.6199951171875
2021-06-30,379.5299987792969
2021-07-01,374.989990234375
2021-07-02,374.1600036621094
2021-07-06,369.8599853515625
2021-07-07,367.6700134277344
2021-07-08,358.94000244140625
2021-07-09,371.760009765625
2021-07-12,380.5
2021-07-13,375.9800109863281
2021-07-14,374.3999938964844
2021-07-15,373.3500061035156
2021-07-16,364.79998779296875
2021-07-19,354.7200012207031
2021-07-20,364.760009765625
2021-07-21,373.5
2021-07-22,372.7099914550781
2021-07-23,374.04998779296875
2021-07-26,375.8999938964844
2021-07-27,374.8399963378906
2021-07-28,374.2300109863281
2021-07-29,377.54998779296875
2021-07-30,374.8800048828125
2021-08-02,378.19000244140625
2021-08-03,380.3599853515625
2021-08-04,377.8599853515625
2021-08-05,384.29998779296875
2021-08-06,397.8900146484375
2021-08-09,399.8800048828125
2021-08-10,407.9700012207031
2021-08-11,413.8900146484375
2021-08-12,415.0
2021-08-13,410.7799987792969
2021-08-16,408.3500061035156
2021-08-17,404.9700012207031
2021-08-18,398.79998779296875
2021-08-19,393.57000732421875
2021-08-20,395.8699951171875
2021-08-23,401.45001220703125
2021-08-24,408.55999755859375
2021-08-25,413.1199951171875
2021-08-26,412.4100036621094
2021-08-27,419.69000244140625
2021-08-30,413.6000061035156
2021-08-31,413.510009765625
2021-09-01,413.6600036621094
2021-09-02,414.5
2021-09-03,411.30999755859375
2021-09-07,410.32000732421875
2021-09-08,405.0
2021-09-09,404.5799865722656
2021-09-10,403.4800109863281
2021-09-13,409.260009765625
2021-09-14,403.69000244140625
2021-09-15,401.95001220703125
2021-09-16,396.67999267578125
2021-09-17,391.4599914550781
2021-09-20,378.1300048828125
2021-09-21,375.8399963378906
2021-09-22,385.4700012207031
2021-09-23,391.8599853515625
2021-09-24,390.8500061035156
2021-09-27,399.80999755859375
2021-09-28,389.5
2021-09-29,384.8900146484375
2021-09-30,378.0299987792969
2021-10-01,380.0
2021-10-04,374.1499938964844
2021-10-05,385.80999755859375
2021-10-06,388.04998779296875
2021-10-07,390.6199951171875
2021-10-08,392.80999755859375
2021-10-11,385.239990234375
2021-10-12,386.5299987792969
2021-10-13,386.30999755859375
2021-10-14,391.20001220703125
2021-10-15,406.07000732421875
2021-10-18,413.69000244140625
2021-10-19,412.1600036621094
2021-10-20,407.8900146484375
2021-10-21,407.5899963378906
2021-10-22,414.32000732421875
2021-10-25,414.75
2021-10-26,417.6099853515625
2021-10-27,410.989990234375
2021-10-28,414.82000732421875
2021-10-29,413.3500061035156
2021-11-01,416.70001220703125
2021-11-02,423.8500061035156
2021-11-03,417.8999938964844
2021-11-04,408.07000732421875
2021-11-05,407.0799865722656
2021-11-08,408.3399963378906
2021-11-09,405.3500061035156
2021-11-10,399.1199951171875
2021-11-11,402.3399963378906
2021-11-12,404.9100036621094
2021-11-15,404.80999755859375
2021-11-16,403.0899963378906
2021-11-17,391.54998779296875
2021-11-18,391.3699951171875
2021-11-19,387.3900146484375
2021-11-22,396.1600036621094
2021-11-23,406.3399963378906
2021-11-24,399.19000244140625
2021-11-26,389.3900146484375
2021-11-29,386.5400085449219
2021-11-30,380.989990234375
2021-12-01,376.4800109863281
2021-12-02,387.5400085449219
2021-12-03,382.7300109863281
2021-12-06,389.29998779296875
2021-12-07,400.1099853515625
2021-12-08,397.32000732421875
2021-12-09,396.489990234375
2021-12-10,391.05999755859375
2021-12-13,384.6400146484375
2021-12-14,388.82000732421875
2021-12-15,389.9100036621094
2021-12-16,397.3699951171875
2021-12-17,381.79998779296875
2021-12-20,371.6099853515625
2021-12-21,380.32000732421875
2021-12-22,382.3299865722656
2021-12-23,385.0400085449219
2021-12-27,388.0400085449219
2021-12-28,387.6099853515625
2021-12-29,386.20001220703125
2021-12-30,385.5199890136719
2021-12-31,382.54998779296875
2022-01-03,395.3299865722656
2022-01-04,407.4800109863281
2022-01-05,398.6300048828125
2022-01-06,396.92999267578125
2022-01-07,397.510009765625
2022-01-10,399.1700134277344
2022-01-11,403.04998779296875
