,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,AAPL,MSFT,AAPL,MSFT,AAPL,MSFT,AAPL,MSFT,AAPL,MSFT,AAPL,MSFT
Date,,,,,,,,,,,,
2022-03-07,158.5825958251953,276.8921813964844,159.3000030517578,278.9100036621094,165.02000427246094,289.69000244140625,159.0399932861328,278.5299987792969,163.36000061035156,288.5299987792969,96418800,43157200
2022-03-08,156.73094177246094,273.85430908203125,157.44000244140625,275.8500061035156,162.8800048828125,283.9599914550781,155.8000030517578,270.0,158.82000732421875,277.79998779296875,131148300,48159500
2022-03-09,162.2161407470703,286.4128112792969,162.9499969482422,288.5,163.41000366210938,289.6000061035156,159.41000366210938,280.7799987792969,161.47999572753906,283.44000244140625,91454900,35204500
2022-03-10,157.8061065673828,283.5238342285156,158.52000427246094,285.5899963378906,160.38999938964844,286.6000061035156,155.97999572753906,280.5799865722656,160.1999969482422,283.0199890136719,105342000,30628000
2022-03-11,154.0331573486328,278.0437927246094,154.72999572753906,280.07000732421875,159.27999877929688,289.510009765625,154.5,279.42999267578125,158.92999267578125,287.9599914550781,96970100,27209300
2022-03-14,149.941650390625,274.4400634765625,150.6199951171875,276.44000244140625,154.1199951171875,285.3999938964844,150.10000610351562,275.82000732421875,151.4499969482422,280.3399963378906,108732100,30660700
2022-03-15,154.3915252685547,285.07257080078125,155.08999633789062,287.1499938964844,155.57000732421875,287.82000732421875,150.3800048828125,278.7300109863281,150.89999389648438,280.3500061035156,92964300,34245100
2022-03-16,158.87127685546875,292.2602233886719,159.58999633789062,294.3900146484375,160.0,294.57000732421875,154.4600067138672,283.20001220703125,157.0500030517578,289.1099853515625,102300200,37826300
2022-03-17,159.89663696289062,293.08416748046875,160.6199951171875,295.2200012207031,161.0,295.6099853515625,157.6300048828125,289.3699951171875,158.61000061035156,293.2900085449219,75615400,30816600
2022-03-18,163.24151611328125,298.2565002441406,163.97999572753906,300.42999267578125,164.47999572753906,301.0,159.75999450683594,292.7300109863281,160.50999450683594,295.3699951171875,123511700,43390600
2022-03-21,164.6352081298828,296.9956970214844,165.3800048828125,299.1600036621094,166.35000610351562,300.1400146484375,163.00999450683594,294.8999938964844,163.50999450683594,298.8900146484375,95811400,28351200
2022-03-22,168.05970764160156,301.8602294921875,168.82000732421875,304.05999755859375,169.4199981689453,305.0,164.91000366210938,298.7699890136719,165.50999450683594,299.79998779296875,81532000,27599700
2022-03-23,169.44345092773438,297.3232727050781,170.2100067138672,299.489990234375,172.63999938964844,303.2300109863281,167.64999389648438,297.7200012207031,167.99000549316406,300.510009765625,98062700,25715400
2022-03-24,173.2860565185547,301.89996337890625,174.07000732421875,304.1000061035156,174.13999938964844,304.20001220703125,170.2100067138672,298.32000732421875,171.05999755859375,299.1400146484375,90131400,24484500
2022-03-25,173.93313598632812,301.48297119140625,174.72000122070312,303.67999267578125,175.27999877929688,305.5,172.75,299.2900085449219,173.8800048828125,305.2300109863281,80546200,22566500
2022-03-28,174.80917358398438,308.45220947265625,175.60000610351562,310.70001220703125,175.72999572753906,310.79998779296875,172.0,304.3299865722656,172.1699981689453,304.3299865722656,90371900,29578200
2022-03-29,178.15403747558594,313.12811279296875,178.9600067138672,315.4100036621094,179.00999450683594,315.82000732421875,176.33999633789062,309.04998779296875,176.69000244140625,313.9100036621094,100589400,30393400
2022-03-30,176.9694061279297,311.5893249511719,177.77000427246094,313.8599853515625,179.61000061035156,315.95001220703125,176.6999969482422,311.5799865722656,178.5500030517578,313.760009765625,92633200,28163600
2022-03-31,173.82362365722656,306.0794677734375,174.61000061035156,308.30999755859375,178.02999877929688,315.1400146484375,174.39999389648438,307.8900146484375,177.83999633789062,313.8999938964844,103049300,33422100
2022-04-01,173.5249786376953,307.1814880371094,174.30999755859375,309.4200134277344,174.8800048828125,310.1300048828125,171.94000244140625,305.5400085449219,174.02999877929688,309.3699951171875,78751300,27110500
2022-04-04,177.63636779785156,312.6913146972656,178.44000244140625,314.9700012207031,178.49000549316406,315.1099853515625,174.44000244140625,309.7099914550781,174.57000732421875,310.0899963378906,76468400,24289600
2022-04-05,174.2716064453125,308.6308898925781,175.05999755859375,310.8800048828125,178.3000030517578,314.8699951171875,174.4199981689453,309.8699951171875,177.5,313.2699890136719,73401800,23156700
2022-04-06,171.05615234375,297.3332214355469,171.8300018310547,299.5,173.6300048828125,307.0,170.1300048828125,296.7099914550781,172.36000061035156,305.19000244140625,89058800,40110400
2022-04-07,171.36474609375,299.189697265625,172.13999938964844,301.3699951171875,173.36000061035156,303.6499938964844,169.85000610351562,296.3500061035156,171.16000366210938,296.6600036621094,77594700,31411200
2022-04-08,169.323974609375,294.8215026855469,170.08999633789062,296.9700012207031,171.77999877929688,301.1199951171875,169.1999969482422,296.2799987792969,171.77999877929688,300.44000244140625,76575500,24361900
2022-04-11,165.00352478027344,283.1962585449219,165.75,285.260009765625,169.02999877929688,292.6099853515625,165.5,285.0,168.7100067138672,291.7900085449219,72246700,34569300
2022-04-12,166.90493774414062,280.0193786621094,167.66000366210938,282.05999755859375,169.8699951171875,290.739990234375,166.63999938964844,280.489990234375,168.02000427246094,289.239990234375,79265200,30966700
2022-04-13,169.63258361816406,285.5391540527344,170.39999389648438,287.6199951171875,171.0399932861328,288.5799865722656,166.77000427246094,281.29998779296875,167.38999938964844,282.7300109863281,70618900,21907200
2022-04-14,164.5456085205078,277.8055419921875,165.2899932861328,279.8299865722656,171.27000427246094,288.30999755859375,165.0399932861328,279.32000732421875,170.6199951171875,288.0899963378906,75329400,28221600
2022-04-18,164.32659912109375,278.49053955078125,165.07000732421875,280.5199890136719,166.60000610351562,282.4599914550781,163.57000732421875,278.3399963378906,163.9199981689453,278.9100036621094,69023900,20778000
2022-04-19,166.64610290527344,283.2359313964844,167.39999389648438,285.29998779296875,167.82000732421875,286.1700134277344,163.91000366210938,278.4100036621094,165.02000427246094,279.3800048828125,67723800,22297700
2022-04-20,166.4768524169922,284.28826904296875,167.22999572753906,286.3599853515625,168.8800048828125,289.70001220703125,166.10000610351562,285.3699951171875,168.75999450683594,289.3999938964844,67929800,22906700
2022-04-21,165.67051696777344,278.7784423828125,166.4199981689453,280.80999755859375,171.52999877929688,293.29998779296875,165.91000366210938,280.05999755859375,168.91000366210938,288.5799865722656,87227800,29454600
2022-04-22,161.0613555908203,272.0474853515625,161.7899932861328,274.0299987792969,167.8699951171875,283.20001220703125,161.5,273.3800048828125,166.4600067138672,281.67999267578125,84882400,29405800
2022-04-25,162.14645385742188,278.6890869140625,162.8800048828125,280.7200012207031,163.1699981689453,281.1099853515625,158.4600067138672,270.7699890136719,161.1199951171875,273.2900085449219,96046400,35678900
2022-04-26,156.09384155273438,268.26507568359375,156.8000030517578,270.2200012207031,162.33999633789062,278.3599853515625,156.72000122070312,270.0,162.25,277.5,95623200,46518400
2022-04-27,155.86488342285156,281.1709899902344,156.57000732421875,283.2200012207031,159.7899932861328,290.9700012207031,155.3800048828125,279.1600036621094,155.91000366210938,282.1000061035156,88063200,63477700
2022-04-28,162.9030303955078,287.53460693359375,163.63999938964844,289.6300048828125,164.52000427246094,290.9800109863281,158.92999267578125,281.4599914550781,159.25,285.19000244140625,130216800,33646600
2022-04-29,156.94000244140625,275.5122375488281,157.64999389648438,277.5199890136719,166.1999969482422,289.8800048828125,157.25,276.5,161.83999633789062,288.6099853515625,131747600,37073900
2022-05-02,157.2486114501953,282.41192626953125,157.9600067138672,284.4700012207031,158.22999572753906,284.94000244140625,153.27000427246094,276.2200012207031,156.7100067138672,277.7099914550781,123055300,35151100
2022-05-03,158.7617645263672,279.7414245605469,159.47999572753906,281.7799987792969,160.7100067138672,284.1300048828125,156.32000732421875,280.1499938964844,158.14999389648438,283.9599914550781,88966500,25978600
2022-05-04,165.27230834960938,287.8821105957031,166.02000427246094,289.9800109863281,166.47999572753906,290.8800048828125,159.25999450683594,276.7300109863281,159.6699981689453,282.5899963378906,108256500,33599300
2022-05-05,156.06398010253906,275.3434753417969,156.77000427246094,277.3500061035156,164.0800018310547,286.3500061035156,154.9499969482422,274.3399963378906,163.85000610351562,285.5400085449219,130525300,43260400
2022-05-06,156.80172729492188,272.742431640625,157.27999877929688,274.7300109863281,159.44000244140625,279.25,154.17999267578125,271.2699890136719,156.00999450683594,274.80999755859375,116124600,37780300
2022-05-09,151.59759521484375,262.66583251953125,152.05999755859375,264.5799865722656,155.8300018310547,272.3599853515625,151.49000549316406,263.32000732421875,154.92999267578125,270.05999755859375,131577900,47726000
2022-05-10,154.04013061523438,267.55029296875,154.50999450683594,269.5,156.74000549316406,273.75,152.92999267578125,265.07000732421875,155.52000427246094,271.69000244140625,115366700,39336400
2022-05-11,146.05450439453125,258.6650085449219,146.5,260.54998779296875,155.4499969482422,271.3599853515625,145.80999755859375,259.29998779296875,153.5,265.67999267578125,142689800,48975900
