Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,139.7899932861328,141.10000610351562,139.25999450683594,141.08999633789062,132.81069946289062,10803700
2020-01-03,137.5,139.22999572753906,137.0800018310547,138.33999633789062,131.05807495117188,10386800
2020-01-06,136.55999755859375,138.27000427246094,136.5,138.22999572753906,130.95387268066406,10259000
2020-01-07,137.27999877929688,137.86000061035156,135.82000732421875,135.8800048828125,128.72756958007812,10531300
2020-01-08,135.6999969482422,137.5800018310547,135.60000610351562,136.94000244140625,129.73175048828125,9695300
2020-01-09,138.0500030517578,138.22999572753906,137.0399932861328,137.44000244140625,130.2054901123047,9469000
2020-01-10,137.2100067138672,137.25,135.80999755859375,136.07000732421875,128.90756225585938,10190900
2020-01-13,136.19000244140625,137.1999969482422,135.75999450683594,137.1999969482422,129.9780731201172,12355200
2020-01-14,137.94000244140625,140.75999450683594,137.69000244140625,138.8000030517578,131.49386596679688,24906000
2020-01-15,137.85000610351562,138.60000610351562,136.14999389648438,136.72000122070312,129.52334594726562,16293400
2020-01-16,137.4499969482422,137.89999389648438,136.83999633789062,137.25,130.0254669189453,10783800
2020-01-17,137.5399932861328,138.2899932861328,137.32000732421875,138.1999969482422,130.92544555664062,14697700
2020-01-21,137.19000244140625,138.07000732421875,136.69000244140625,136.83999633789062,129.63702392578125,8474200
2020-01-22,137.24000549316406,137.39999389648438,136.3800048828125,136.67999267578125,129.48544311523438,7549100
2020-01-23,135.7100067138672,136.74000549316406,134.72000122070312,136.5399932861328,129.35279846191406,9345700
2020-01-24,136.3699951171875,136.42999267578125,132.32000732421875,133.14999389648438,126.14127349853516,15166400
2020-01-27,130.27000427246094,132.94000244140625,129.7100067138672,132.02999877929688,125.08023834228516,12860500
2020-01-28,132.83999633789062,134.97000122070312,132.47999572753906,134.42999267578125,127.35388946533203,13062800
2020-01-29,134.80999755859375,135.5399932861328,133.69000244140625,134.22999572753906,127.1644058227539,9326000
2020-01-30,132.69000244140625,136.1300048828125,132.69000244140625,135.88999938964844,128.73704528808594,9048900
2020-01-31,134.49000549316406,134.8300018310547,131.47000122070312,132.36000061035156,125.39286804199219,12785200
2020-02-03,132.66000366210938,134.24000549316406,132.66000366210938,133.3699951171875,126.34967803955078,10021100
2020-02-04,135.5500030517578,136.60000610351562,135.0800018310547,135.2899932861328,128.16860961914062,9157100
2020-02-05,136.57000732421875,137.72999572753906,136.00999450683594,137.58999633789062,130.34754943847656,10150700
2020-02-06,138.24000549316406,138.2899932861328,137.11000061035156,137.61000061035156,130.3665008544922,8992300
2020-02-07,136.72999572753906,137.6699981689453,136.3000030517578,137.1699981689453,129.9496612548828,6379800
2020-02-10,136.9499969482422,137.85000610351562,136.75,137.74000549316406,130.48968505859375,5960700
2020-02-11,138.25999450683594,138.82000732421875,137.77999877929688,138.0,130.73597717285156,6578600
2020-02-12,138.60000610351562,139.2899932861328,137.8000030517578,138.0,130.73597717285156,7958000
2020-02-13,137.75,138.33999633789062,136.39999389648438,137.8800048828125,130.62229919433594,7447500
2020-02-14,137.83999633789062,138.19000244140625,136.94000244140625,137.4600067138672,130.2244110107422,6627600
2020-02-18,137.33999633789062,137.7100067138672,135.0500030517578,135.63999938964844,128.50018310546875,8996400
2020-02-19,136.91000366210938,138.38999938964844,136.33999633789062,137.49000549316406,130.2528076171875,7071200
2020-02-20,137.1699981689453,138.36000061035156,136.52999877929688,137.49000549316406,130.2528076171875,7422800
2020-02-21,136.5500030517578,136.9199981689453,134.9199981689453,135.80999755859375,128.66122436523438,9772800
2020-02-24,131.44000244140625,133.1999969482422,130.8000030517578,132.16000366210938,125.2033920288086,13618400
2020-02-25,131.0,132.22999572753906,125.58999633789062,126.26000213623047,119.61395263671875,20797200
2020-02-26,126.93000030517578,128.9499969482422,126.33999633789062,126.63999938964844,119.97394561767578,24825600
2020-02-27,122.91000366210938,125.62000274658203,121.30000305175781,121.37000274658203,114.98133850097656,23005500
2020-02-28,117.5199966430664,118.48999786376953,112.66000366210938,116.11000061035156,109.99822235107422,45931400
2020-03-02,116.62999725341797,121.58000183105469,114.45999908447266,121.5199966430664,115.12344360351562,27355400
2020-03-03,120.97000122070312,122.94999694824219,116.23999786376953,116.95999908447266,110.80348205566406,32547700
2020-03-04,118.33000183105469,120.19000244140625,114.69999694824219,119.8499984741211,113.5413589477539,25795900
2020-03-05,115.66999816894531,116.43000030517578,112.58000183105469,113.97000122070312,107.97086334228516,25025600
2020-03-06,106.26000213623047,110.31999969482422,105.0199966430664,108.08000183105469,102.39089965820312,38159400
2020-03-09,96.56999969482422,99.2300033569336,93.0,93.44000244140625,88.52151489257812,40352000
2020-03-10,99.0,101.27999877929688,94.58000183105469,100.69999694824219,95.39936828613281,31102700
2020-03-11,97.69999694824219,100.05000305175781,94.55000305175781,95.95999908447266,90.90886688232422,38127000
2020-03-12,89.58999633789062,96.95999908447266,86.31999969482422,88.05000305175781,83.41523742675781,49725200
2020-03-13,95.98999786376953,103.98999786376953,92.0,103.91000366210938,98.4404067993164,38543300
2020-03-16,85.19999694824219,93.9800033569336,84.55000305175781,88.36000061035156,83.70891571044922,38589700
2020-03-17,90.88999938964844,97.44000244140625,87.5,93.76000213623047,88.82469177246094,35239800
2020-03-18,87.66999816894531,90.79000091552734,80.36000061035156,83.88999938964844,79.47419738769531,41525600
2020-03-19,81.55999755859375,88.11000061035156,76.91000366210938,85.30000305175781,80.80999755859375,32175100
2020-03-20,86.30000305175781,89.45999908447266,82.4800033569336,83.5,79.10474395751953,30150800
2020-03-23,82.68000030517578,83.75,78.08999633789062,79.02999877929688,74.87002563476562,32536600
2020-03-24,84.9000015258789,90.0999984741211,82.9000015258789,88.43000030517578,83.77522277832031,34363200
2020-03-25,89.23999786376953,95.1500015258789,84.54000091552734,91.7300033569336,86.90153503417969,38111700
2020-03-26,94.08000183105469,98.56999969482422,93.54000091552734,98.12000274658203,92.9551773071289,29826300
2020-03-27,93.19000244140625,94.83999633789062,90.55000305175781,91.12999725341797,86.33309936523438,30041500
2020-03-30,90.6500015258789,94.08999633789062,89.30000305175781,93.5,88.578369140625,21656900
2020-03-31,92.05000305175781,94.16999816894531,89.33999633789062,90.02999877929688,85.29100799560547,23379300
2020-04-01,85.0999984741211,86.55999755859375,83.25,84.36000061035156,79.91947937011719,28029600
2020-04-02,83.51000213623047,87.91000366210938,82.95999908447266,87.51000213623047,82.9036636352539,24018000
2020-04-03,86.0,87.4800033569336,82.7699966430664,84.05000305175781,80.45321655273438,21199400
2020-04-06,88.98999786376953,90.98999786376953,87.69999694824219,89.45999908447266,85.63169860839844,26820800
2020-04-07,94.44999694824219,94.5,90.37999725341797,90.63999938964844,86.76119232177734,22563800
2020-04-08,92.0999984741211,94.86000061035156,90.55000305175781,94.30000305175781,90.26457977294922,22903300
2020-04-09,96.91999816894531,104.38999938964844,96.88999938964844,102.76000213623047,98.362548828125,42055900
2020-04-13,103.11000061035156,103.11000061035156,97.30000305175781,98.19000244140625,93.98811340332031,26911900
2020-04-14,101.0199966430664,102.0,93.63999938964844,95.5,91.4132308959961,46151300
2020-04-15,91.1500015258789,92.02999877929688,90.12999725341797,90.79000091552734,86.90478515625,30118600
2020-04-16,90.2300033569336,90.56999969482422,87.05000305175781,87.33000183105469,83.59285736083984,32449600
2020-04-17,92.0,95.69999694824219,90.95999908447266,95.18000030517578,91.10692596435547,30191900
2020-04-20,92.47000122070312,94.70999908447266,90.45999908447266,91.70999908447266,87.78541564941406,23679400
2020-04-21,88.62000274658203,91.37999725341797,88.33000183105469,89.05000305175781,85.23925018310547,23035000
2020-04-22,90.69000244140625,91.87000274658203,89.18000030517578,89.33999633789062,85.51683807373047,16662400
2020-04-23,89.73999786376953,91.27999877929688,89.26000213623047,89.38999938964844,85.564697265625,16638800
2020-04-24,90.63999938964844,91.0999984741211,88.48999786376953,90.70999908447266,86.82820892333984,15809200
2020-04-27,91.94000244140625,95.62999725341797,91.54000091552734,94.62000274658203,90.57089233398438,22870200
2020-04-28,97.80999755859375,98.36000061035156,95.02999877929688,95.29000091552734,91.21221923828125,20238900
2020-04-29,99.08000183105469,99.44999694824219,97.2699966430664,97.86000061035156,93.6722412109375,20462600
2020-04-30,95.5999984741211,96.83999633789062,94.55000305175781,95.76000213623047,91.662109375,19127600
2020-05-01,93.5,93.73999786376953,91.83999633789062,93.25,89.25951385498047,18547700
2020-05-04,92.0199966430664,92.66999816894531,90.80000305175781,92.13999938964844,88.19701385498047,15725900
2020-05-05,93.6500015258789,94.20999908447266,91.9000015258789,92.0,88.06300354003906,18064100
2020-05-06,92.16000366210938,92.76000213623047,89.93000030517578,90.2699966430664,86.40703582763672,20978000
2020-05-07,91.33999633789062,92.91000366210938,90.58000183105469,91.20999908447266,87.30680847167969,16771900
2020-05-08,92.80000305175781,94.08000183105469,92.11000061035156,92.69999694824219,88.73304748535156,20487800
2020-05-11,91.11000061035156,91.11000061035156,89.33000183105469,89.97000122070312,86.11988830566406,31907600
2020-05-12,90.1500015258789,90.79000091552734,86.9000015258789,87.02999877929688,83.30569458007812,27962900
2020-05-13,86.37999725341797,86.86000061035156,83.4000015258789,84.02999877929688,80.43407440185547,35451600
2020-05-14,82.72000122070312,88.11000061035156,82.4000015258789,87.5199966430664,83.77471923828125,35152500
2020-05-15,86.8499984741211,87.27999877929688,85.30000305175781,85.9000015258789,82.22405242919922,26099000
2020-05-18,88.69000244140625,91.1500015258789,87.87999725341797,90.44999694824219,86.57933807373047,30504400
2020-05-19,90.05000305175781,91.19999694824219,88.58999633789062,88.66999816894531,84.87549591064453,19597300
2020-05-20,90.70999908447266,92.38999938964844,90.37000274658203,91.33000183105469,87.42168426513672,20552400
2020-05-21,90.2699966430664,91.76000213623047,89.66999816894531,90.16999816894531,86.31131744384766,14621400
2020-05-22,90.01000213623047,90.36000061035156,88.72000122070312,89.47000122070312,85.64126586914062,13557900
2020-05-26,92.88999938964844,97.5,92.61000061035156,95.81999969482422,91.71953582763672,41233900
2020-05-27,102.06999969482422,102.58000183105469,98.80000305175781,101.37000274658203,97.03203582763672,39402000
2020-05-28,102.94000244140625,102.94999694824219,99.4000015258789,99.86000061035156,95.5866470336914,24713900
2020-05-29,98.66000366210938,99.18000030517578,96.77999877929688,97.30999755859375,93.1457748413086,26526400
